question,answer_llm,answer_orig,document
"When the RAG pipeline searches the index, does it retrieve full records or only the split chunks?","It retrieves only the split chunks, not the full records.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
How does using the chunk index change what gets added to the prompt in this assignment?,"Using the chunk index means the RAG system adds only the retrieved **chunks** to the prompt, not the full original documents. This reduces how much context gets sent to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"For the homework, do I need my numeric result to exactly match one of the choices, or is being close enough?","Choose the closest option if your numeric result is near one of the choices. Small differences are expected, so it doesn’t have to match exactly. If it’s far from every option, re-check your work.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"If my answer is a little off from the listed options, should I still pick the nearest one?","Yes — if your answer is only a little off, pick the nearest option.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
What usually causes small mismatches between my homework output and the multiple-choice answers?,"Small mismatches usually come from:

- Slightly different filtering
- Different dataset versions
- Floating-point or rounding differences
- Different model/provider behavior

If your answer is close to one of the options, choose the closest one. If it’s far from all options, re-check the question, dataset version, and GitHub homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
My result is far from all the options — what should I check first before submitting?,"First, re-check the **question**, the **dataset version**, and the **GitHub homework instructions**.

If your answer is far from every option, it usually means something in the setup or interpretation is off.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Can differences in dataset version or rounding change which homework option I should select?,"Yes. Small differences from dataset version, filtering, floating-point behavior, or rounding can change which option is closest. If your numeric answer is near multiple choices, select the closest one. If it’s far from all options, re-check the question, dataset version, and GitHub homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Where do I check first if a homework question seems confusing?,"First read the **GitHub homework instructions**, not only the course platform page.

For Module 1, start here:
- Module 1 cohort materials
- Module 1 homework instructions

If it is still unclear, ask in Slack and include the code or command output as text.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Is the course platform page enough, or should I also read the GitHub homework instructions?","No — you should also read the GitHub homework instructions. The course platform is mainly for submission and deadlines, but the GitHub instructions often include important extra context, and for Module 1 the guidance says to read GitHub first if anything feels unclear.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For Module 1 in the 2026 cohort, which GitHub links should I open for the materials and homework?","For Module 1 in the 2026 cohort, open these GitHub links:

- **Module 1 cohort materials:** https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag
- **Module 1 homework instructions:** https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Why does the homework sometimes use a different dataset than the lesson, even if it looks like the same topic?","The homework sometimes uses a different dataset because it follows the same lesson workflow, but applies the idea in a slightly different way or with a different data snapshot.

So even if the topic looks the same, the exact dataset in homework can differ from the lesson, and that can change the results.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"If I still don’t get the task after reading the instructions, what should I post in Slack and how should I format it?","If it’s still unclear after reading the instructions, ask in Slack and include the code or command output as **text, not a screenshot**. Also follow the **asking questions guidelines** in the course logistics docs.

So, in Slack, post:
- what you tried,
- the exact command/output or relevant code,
- and your question clearly.

If you want, I can also help you draft a good Slack message format.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
How can I get token counts for the Module 1 homework if I'm using a provider that isn't OpenAI?,"Get the token count from the **model response object**.

If your non-OpenAI provider is OpenAI-compatible, look for usage fields like:

- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

depending on the API style.

If the provider doesn’t expose token usage, use that provider’s **native tokenizer** as an approximation. Don’t use `tiktoken` or `cl100k_base` as a generic tokenizer for providers like Gemini, Mistral, Hugging Face, or Groq, because tokenization differs by model.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Where do I find the input token or prompt token number in the response object for homework code?,"Look in the model **response object’s `usage` field**.

For OpenAI-compatible responses, it’s often one of these:

- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

If you’re using a different provider, inspect the full response object and use that provider’s usage fields.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Can I just use tiktoken or cl100k_base for Gemini, Mistral, Groq, or Hugging Face in this homework?","No — for this homework, you should **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Groq, Hugging Face, or other non-OpenAI providers, because tokenization differs by model.

Use the **token count from the model’s response object** instead, e.g. fields like `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API.

If the provider doesn’t expose usage counts, use that provider’s **native tokenizer** as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my model provider doesn't give me token usage info at all?,"If your provider doesn’t expose token usage at all, use that provider’s native tokenizer as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the multiple-choice questions in Module 1, what should I pick if my token count is only an estimate?","For Module 1 multiple-choice questions, if your token count is only an estimate, **choose the closest option**.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why does the homework checker reject my repo link with a 500 or other non-200 error, and what should I check first?","The checker rejects it because it does a GET request and expects an HTTP 200 response. A 500 or other non-200 usually means the repo isn’t publicly reachable as-is.

Check these first:

- Make sure the repo is **public**
- Use the plain repo URL, **without** `.git`
- Verify there’s no **typo** in the link

Quick test: open the URL in a **private/incognito window**. If it loads there, it should work for the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Do I need to make my GitHub repo public for the submission to work?,"Yes — the repo needs to be public so the submission checker can access it.

Also make sure you submit the plain repo URL, not a `.git` URL, and verify it opens in an incognito/private browser window.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Should I submit the GitHub URL with .git at the end or just the normal repo link?,"Submit the **normal repo link**, **without** `.git` at the end.

So use:

`https://github.com/you/repo`

not:

`https://github.com/you/repo.git`","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I tell if the URL I pasted is actually reachable by the grader?,"A quick way is to open the URL in a private/incognito browser window. If it loads there, it should be reachable by the grader too.

Also make sure:
- the repo is public,
- you submit the plain repo URL, not one ending in `.git`,
- and the URL has no typos.

","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What are the most common reasons a homework submission URL isn't accessible even though it works for me?,"The most common reasons are:

- The repo is **private**
- The URL includes a trailing **`.git`** when it shouldn’t
- There’s a **typo** in the URL

A good check is to open the link in a **private/incognito window**. If it loads there, it should be accessible to the submission checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"What exactly are embeddings in vector search, and why do people say they preserve meaning?","Embeddings are a way to convert text, images, or other non-numerical data into numbers — usually a vector — so computers can work with them mathematically.

They’re said to “preserve meaning” because:

- similar inputs should produce similar vectors
- the numerical closeness of the vectors reflects semantic similarity
- this lets vector search compare items by meaning, not just exact words

For example, “car” and “automobile” should end up near each other in vector space, while “car” and “banana” should be far apart.

So in vector search, embeddings are basically meaning-rich numerical representations that make similarity search possible.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does converting text or other non-numerical data into numbers help with semantic similarity?,"Converting text or other non-numerical data into numbers lets you compare their meaning mathematically. In embeddings, similar inputs should produce similar numbers, so items with related meaning end up close together in vector space. That proximity makes semantic similarity possible to calculate with methods like cosine similarity.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"If two inputs are similar, should their embedding vectors be close to each other in the vector space?","Yes. According to the context, if two inputs are similar, their embeddings should be close to each other in the vector space.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why are embeddings useful for comparing meaning instead of just matching exact words?,"Embeddings are useful because they convert text into numbers in a way that preserves meaning and context. That means similar pieces of text end up with similar vectors, so you can compare them using semantic similarity rather than looking for exact word matches.

So instead of asking “do these texts use the same words?”, embeddings let you ask “do these texts mean something similar?”","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What’s the connection between embeddings, vector space models, and dimensionality reduction?","Embeddings are the numerical representations at the core of the **vector space model**: they map text or other non-numerical data into vectors so that similar items end up close together in a space where similarity can be measured mathematically.

**Dimensionality reduction** is related because embeddings compress the original data into a lower-dimensional numerical form while trying to preserve meaning and context. So, in short:

- **Vector space model**: the general idea of representing items as vectors
- **Embeddings**: the actual learned vectors used in that model
- **Dimensionality reduction**: the process of reducing complex data into a smaller vector representation

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"How do I get rid of the warning about model ""multi-qa-mpnet-base-dot-v1"" being made on sentence-transformers v3.0.0 beta?","Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a quick way to suppress the sentence-transformers warning in Module 2?,"Yes — in Module 2, the quick fix is to upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Do I need to upgrade sentence-transformers to stop the ""multi-qa-mpnet-base-dot-v1"" warning?","Yes. To suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What version of sentence-transformers should I install so that this warning disappears?,"Install `sentence-transformers` version **3.0.0 or higher**.

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What pip command can I run to fix the warning about this model version?,"Run:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson just use .dot(...) for similarity instead of calculating cosine similarity separately?,"Because in the lesson the embeddings were assumed to already be normalized to unit length. For unit vectors, the dot product is exactly the same as cosine similarity, so `.dot(...)` is enough.

In the homework, the vectors are not always normalized by default, so you need to normalize them first if you want the dot product to match cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings from model.encode(...) already normalized, or do I need to normalize them myself?","The embeddings from `model.encode(...)` are already normalized in the lesson context, so you do **not** need to normalize them yourself.

That’s why `.dot(...)` could be used directly as cosine similarity there.  
For classic embeddings like TF-IDF + SVD, you **do** need to normalize manually.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Why does dot product equal cosine similarity in the lesson but not in the homework?,"In the lesson, the embeddings were assumed to already be **normalized to unit length**, so **dot product = cosine similarity**.

In the homework, the embeddings you use (e.g. TF-IDF + SVD) are **not normalized by default**, so the dot product is **not** cosine similarity unless you normalize the vectors first.

So the difference is:

- **Lesson:** normalized embeddings → dot product works as cosine similarity
- **Homework:** non-normalized embeddings → you must normalize to get cosine similarity","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For TF-IDF + SVD embeddings, do I have to normalize the vectors before comparing them?","Yes — for TF-IDF + SVD embeddings, you should normalize the vectors before comparing them if you want to use dot product as cosine similarity.

Why:
- TF-IDF + SVD embeddings are **not normalized by default**.
- Without normalization, `.dot(...)` gives a plain dot product, not cosine similarity.
- If you normalize each vector to unit length first, then dot product becomes equivalent to cosine similarity.

So the rule is:
- **Normalized vectors** → dot product = cosine similarity
- **Unnormalized vectors** → dot product is not cosine similarity

I don't know.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"When is it okay to use plain dot product as cosine similarity, and when is it not?","Use plain dot product as cosine similarity **when the vectors are already normalized to unit length**. In that case, dot product and cosine similarity are mathematically the same.

It is **not okay** to use plain dot product as cosine similarity when the vectors are **not normalized**. Then the dot product includes vector length/magnitude and is not the same as cosine similarity, so you need to normalize first.

In short:
- **Normalized embeddings** → dot product = cosine similarity
- **Unnormalized embeddings** → normalize first, then use dot product","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"In vector search, do I need to embed the question, the answer, or both?","There's no single right answer — it's something to experiment with on your dataset.

The course suggests three options:

- Embed the answer (`text`) only
- Embed the question only
- Embed `question + "" "" + text`

Often, `question + text` works best, but it also makes the input longer and a bit more expensive. The right choice is whichever gives the best hit rate / MRR on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is it better to index only the answer text, only the question, or combine them together?","It’s an experiment: there’s no single right answer.

The course suggests trying all three:
- answer text only
- question only
- question + answer text

Often, **question + answer text** gives the best hit rate / MRR, but it’s a bit longer and slightly more expensive to embed. The best choice is whichever performs best on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why would embedding just the answer work for matching questions in a vector database?,"Embedding just the answer works because the embedding model can capture **semantic similarity** between a user’s question and the stored answer text. So even if the question isn’t embedded directly, a query embedding can still land near the answer embedding if they mean the same thing.

That said, the course notes say there’s **no single right answer** — it’s something to test on your dataset.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
When should I choose question embeddings over answer embeddings in this course project?,"Choose **question embeddings** when your user queries are expected to look like the original questions in your dataset. The course notes say this can work well because the indexed questions and user queries are semantically similar.

More generally, there’s **no single right answer** — it’s something to **experiment with on your dataset**. The course recommends comparing:

- **answer only**
- **question only**
- **question + answer**

and then picking whichever gives the best **hit rate / MRR** on your ground-truth set.

So: use **question embeddings** if your retrieval task is question-matching, but verify it with evaluation.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Does combining the question with the answer usually improve retrieval, and what metric should I use to decide?","Yes — combining `question + text` often gives the best retrieval results.

To decide, use the metric **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
What does cosine similarity actually measure between two vectors?,"Cosine similarity measures the **angle between two vectors**, not their length. In other words, it tells you **how aligned** the vectors are, regardless of magnitude.

- **1** = vectors point in the same direction
- **0** = vectors are orthogonal, so no similarity
- **-1** = vectors point in opposite directions

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How is cosine similarity used to compare documents in text analysis?,"Cosine similarity compares documents by treating each document as a vector of numbers, such as word counts or TF-IDF values. It measures the cosine of the angle between those vectors, so documents with more similar content have vectors pointing in a similar direction.

In practice:

- **1** means the documents are very similar
- **0** means they share little or no similarity
- **-1** means they are opposite

So in text analysis, cosine similarity is used to score how closely two documents match based on their content, regardless of document length.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
